us-in	tanf-s09	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-107	Page 107	arent TANF and Regular TANF. Certain individuals must cooperate with child support enforcement as a condition of eligibility. The purpose of the Child Support Prog
us-in	tanf-s10	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-360	Page 360	The entire amount of allowable medical and dependent care expenses incurred by or paid by an IPV ineligible, fleeing felons, parole/pro
us-in	tanf-s11	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-294	Page 294	for assistance. This chapter includes information on the following: • Resource Limits (Section 3005). • Facility Private Pay Rate (Section 3006). • Income
us-in	tanf-s12	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-226	Page 226	CLES (C) Each AG is allowed an exclusion of $10,000 of the equity in one vehicle until 6/30/2022. (f15) Equity is the vehicle's fair market value less
us-in	tanf-s13	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-334	Page 334	Program Policy Manual CHAPTER: 3400 SECTION: 3400.00.00 BUDGETING AND BENEFIT CALCULATION BUDGETING AND BENEFIT CALCULATION 3400.00.00 BUDGETING AND BENEFIT C
us-in	tanf-s14	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-150	Page 150	The 60-month lifetime limit is a federal mandate. See PPM 2452.05.00 to determine how these
us-in	tanf-s15	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-157	Page 157	5.00.00) • IMPACT Supportive Services (Section 2550.00.00) 2505.00.00 WORK PARTICIPATION RATE (C) The TANF IMPACT Program must meet a specific federally mand
us-in	tanf-s16	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-158	Page 158	related to employment for an average of at least 20 hours per week. Core activities/components: • Unsubsidized private and public Employment • Subsidized
us-in	tanf-s17	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-183	Page 183	failure to comply with IMPACT without good cause and can result in a sanction, loss of benefits and discontinuance of supportive services. At appli
us-in	tanf-s19	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-140	Page 140	day of application and assuming the strike did not occur. 2450.00.00 PERSONAL RESPONSIBILITY AGREEMENT (C) The policy in this section affects both the Two-Parent TANF and
us-in	tanf-s20	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-327	Page 327	not qualify as a supportive supervising adult. In this situation, the minor parent and his child would be ineligible for TANF. Therefore, at the initial
us-in	tanf-s21	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-158	Page 158	datory during the data gathering process, are required to: • Complete Applicant Job Search (AJS) Orientation; Applicant Job Search; Self-Sufficiency Assessment
us-in	tanf-s22	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-324	Page 324	An alien sponsor may or may not be living with the AG. The income of ineligible parents, non-recipient stepparents, non-recipient parents of a minor parent,
us-in	tanf-s23	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-95	Page 95	2406.25.00 TEMPORARY ABSENCE FROM INDIANA Residence is retained until abandoned. Temporary absenc
us-in	tanf-s25	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-58	Page 58	processing, including: • Continuing Case Processing (Section 2200) • Redeterminations (Section 2205) • Interim Reporting (Section 2212) • Changes (Section
us-in	tanf-s26	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-401	Page 401	F Program Policy Manual CHAPTER: 4200 SECTION: 4200.00.00 APPEALS AND FAIR HEARINGS APPEALS AND FAIR HEARINGS 4200.00.00 APPEALS AND FAIR HEARINGS This
us-in	tanf-s27	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-454	Page 454	Effective April 1, 2018, only IPV over-issuances for the court ordered judgment will be opened. The bal
us-in	tanf-s28	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-319	Page 319	s ineligible to receive SNAP or TANF during any period in which he is fleeing to avoid prosecution, or custody or confinement after conviction, for a crime
us-in	tanf-s30	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-156	Page 156	................................................ 35 2550.00.00 IMPACT SUPPORTIVE SERVICES .....................................................................
us-in	tanf-s31	us-in/manual/2026-05-27-in-snap-manual-r2026-07-15-self-contained	us-in/manual/dfr/snap-tanf-program-policy-manual/page-284	Page 284	es contract, including the interest portion of a periodic payment, is unearned income. The portion of the payment which represents principal is considered
us-ks	tanf-s01	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2165/block-1	2000 General Eligibility	fails to cooperate, there is ineligibility for TANF for the mandatory filing unit of which the child is a member. This includes parents who are exclude
us-ks	tanf-s02	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm6410/block-1	6000 Income	he following situations: For TANF, this exemption applies to children under age 18 or under age 19 if the child is working toward attainment of a high school diploma or its equivalent. See 2210 . For 
us-ks	tanf-s03	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2220/block-1	2000 General Eligibility	der this provision: Any blood relative (or one of half-blood) who is within the fifth degree of kinship to the dependent child. An appropriate relative is therefo
us-ks	tanf-s04	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2143/block-1	2000 General Eligibility	2143 Qualified Non-Citizen Status for Food Assistance - "See Policy Memo # 03-02-01 re: "Restora
us-ks	tanf-s06	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm9122/block-1	9000 Reporting Changes, Transfer of Assistance and Reviews	e obligation has changed, additional information regarding the actual payment amounts being made is required. See 7225 (2). Question 9 (Non-Mandatory Quest
us-ks	tanf-s07	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm9122/block-1	9000 Reporting Changes, Transfer of Assistance and Reviews	ehold size. (130% of monthly poverty is the Food Assistance Program's gross income limit.) Households containing ABAWDs meeting the ABAWD 20 hour per week wo
us-ks	tanf-s08	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm7200/block-1	7000 Budgeting	n unless the person was eligible for and received TANF (including the Work Incentive payment) in Kansas in one of the four preceding months. If eligibility withou
us-ks	tanf-s09	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2165/block-1	2000 General Eligibility	or cash benefits a minimum of 3 months and must be in compliance with Child Support Services to effectively cure the penalty and restore eligibility for cash bene
us-ks	tanf-s10	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm7200/block-1	7000 Budgeting	re than one person has earnings, separate calculations are required. Work-related expenses of $90 for each employed person. The following items are included in
us-ks	tanf-s11	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm5000/block-1	5000 Resources	fined as fair market value less encumbrances. 5100 MAXIMUM ALLOWABLE RESOURCE LIMITS 5110 TANF - The maximum allowable nonexempt resources of all member
us-ks	tanf-s13	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm7400/block-1	7000 Budgeting	cial Needs provisions only apply to cash programs. (See 7412 ). 7401 Proration (Cash, Food Assistance, Child Care Only) - For applications filed on
us-ks	tanf-s14	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2240/block-1	2240 Time-Limited Assistance	2240 Time-Limited Assistance
us-ks	tanf-s15	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm3110/block-1	3000 Employment Services	participation rates with respect to all TANF families that include a work-eligible individual. Each DCF service region must work toward achieving the 50% all famil
us-ks	tanf-s16	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm3310/block-1	3000 Employment Services	ours with 30 of those hours being in a primary work activity. 3310.1 Unsubsidized Employment - The following activities are considered Employment for federal repo
us-ks	tanf-s17	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2120/block-1	2000 General Eligibility	t terminate or deny assistance solely because the client or caretaker refuses to cooperate with or consent to a home visit. A case which has been closed for fai
us-ks	tanf-s18	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm3530/block-1	3000 Employment Services	two following months. A single custodial parent has demonstrated the inability to obtain needed child care for a child under 6, because of one or more of the following reasons:
us-ks	tanf-s19	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm3140/block-1	3000 Employment Services	3140 Self-Sufficiency Agreement - The written Self-Sufficiency Agreement (SSA) between the agency and
us-ks	tanf-s20	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2835/block-1	2000 General Eligibility	n which the only child(ren) receiving benefits is the child(ren) of a minor parent who is working on completion of high school or obtaining a GED, the a
us-ks	tanf-s21	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm1111-1/block-1	1111 Cash Assistance and Employment Services	eral funding which supports the program. 1118 Lump Sum Non-Recurrent Diversion Payment - The $1,000.00 Lump Sum Non-Recurrent Diversion Payment is available
us-ks	tanf-s22	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2120/block-1	2000 General Eligibility	with all program requirements. In addition, the client (including an ineligible caretaker for cash) shall cooperate with the agency in the establishment of eli
us-ks	tanf-s23	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2150/block-1	2000 General Eligibility	2150 Residence - A client must be a resident of the state. For all programs except the Food Assistance Program, a resident is
us-ks	tanf-s25	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm9121/block-1	9000 Reporting Changes, Transfer of Assistance and Reviews	9000 Reporting Changes, Transfer of Assistance and Reviews
us-ks	tanf-s26	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm1430/block-1	1000 Administration	e, scheduled hours, suspension, or reinstatement after suspension. A notice of action shall be sent promptly to the applicant or recipient with a copy of a
us-ks	tanf-s27	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm11120/block-1	11000 Incorrect Benefits and Fraud Determination	11120 Overpayments and Claims - An overpayment is assistance that is over the amount to
us-ks	tanf-s28	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm2180/block-1	2000 General Eligibility	en excluded. (See Table II Standards section in the Appendix .) 2182 Fugitive Felons and Probation and Parole Violators (Not Applicable to Child Care) -
us-ks	tanf-s29	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm1510/block-1	1000 Administration	adult materials. No TANF cash assistance shall be used in any retail liquor store, casino, gaming establishment, jewelry store, tattoo parlor, massage
us-ks	tanf-s30	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm3410/block-1	3000 Employment Services	ents when authorizing a support service payment for clients receiving transitional services. TANF applicants who obtain employment while in applicant status may
us-ks	tanf-s31	us-ks/manual/2026-05-27-ks-keesm-r2026-07-15-self-contained	us-ks/manual/dcf/keesm/keesm13360/block-1	13000 Low Income Energy Assistance Program (LIEAP)	ess shall not exceed 150% of the federal poverty level. (See 13362 .) Countable income includes earnings by adults, unearned income of adults and children,
us-ky	tanf-s01	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-65	Page 65	Volume III OMTL-557 KTAP Program R. 12/1/19 MS 2230 STANDARD FILING UNIT (SFU) (1) A. Include a parent and all children of that parent in the
us-ky	tanf-s02	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-11	Page 11	re activity for teen parents age 19 and under. A. [If the teen parent under age 18, who is the head of household, has graduated from high school or obtained an equivalency diploma, the teen parent is 
us-ky	tanf-s03	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-219	Page 219	MS 5055 (3) 1. Requesting verification from the caretaker relative that he/she is pursuing permanent custody of the child. This verifica
us-ky	tanf-s04	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-77	Page 77	granted special immigration status are treated in the same manner as refugees admitted under Section 207 of the Immigrations and Nationality Act.
us-ky	tanf-s05	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-176	Page 176	ten the ineligibility period in the following manner. a. Multiply the Standard of Need for the original family size by the number of months that standard wa
us-ky	tanf-s06	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-161	Page 161	d by 55%. The KTAP benefit amount is either the reduced amount or the maximum payment amount, whichever is less. Families with no income receive the approp
us-ky	tanf-s07	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-222	Page 222	5080 KINSHIP CARE BENEFIT PAYMENTS (1) The monthly payment scale and income limit are as follows. If financial eligibility is met, the child’s income d
us-ky	tanf-s08	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-130	Page 130	(5) I. A teen parent (under age 18) is only eligible for the 6-month earned income exclusion from new employment if the teen parent is the head of household in th
us-ky	tanf-s09	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-182	Page 182	tucky Transitional Assistance Program MS 3030 - R. 3/1/26 - OMTL- 688 Child Support Referral Process [A child support referral is completed on all children in th
us-ky	tanf-s10	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-162	Page 162	ovider is living with the KTAP family. CCAP must be used in lieu of a dependent care deduction if the KTAP case remains eligible without the dependent care deductio
us-ky	tanf-s11	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-114	Page 114	ce and combining with all other liquid resources: 1. If total liquid resources do not exceed the resource limit, no further consideration is given to the transfer
us-ky	tanf-s13	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-222	Page 222	ount received by the family is divided by the members of the case and rounded to the nearest dollar amount to determine the child’s share. Calculate the amount of
us-ky	tanf-s14	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-7	Page 7	Volume III OMTL-640 KTAP Program R. 12/1/23 MS 2001 KTAP 60-MONTH LIFETIME LIMIT (1) There is a 60-month (5-year) limit on the receipt of cash a
us-ky	tanf-s15	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-82	Page 82	the sanction has been imposed, the penalty may be cured. Explain the participation requirements to cure the sanction and provide the individual form KW-207, Sanctio
us-ky	tanf-s16	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-27	Page 27	Volume IIIA OMTL-626 Kentucky Works Program R. 6/5/23 MS 4270 WORK EXPERIENCE PROGRAM (WEP) (1) The Work Experience Program (WEP) is a work activity perf
us-ky	tanf-s17	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-83	Page 83	cipation were completed before the 15th day. For an individual who is sanctioned for not complying with a non-core activity, he/she must comply with
us-ky	tanf-s20	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-89	Page 89	Volume III OMTL-616 KTAP Program R. 3/1/23 MS 2326 [TEEN PARENTS (1) An unmarried teen parent (under age 18), must meet the followi
us-ky	tanf-s22	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-223	Page 223	C. When the KC caretaker relative receives KTAP prior to approval of Kinship Care, the KTAP amount received is deducted from the Kinship Care amount to
us-ky	tanf-s23	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-101	Page 101	Volume III OMTL- 676 KTAP Program R. 8/1/25 MS 2338 TEMPORARY ABSENCE (1) Temporary absence from Kentucky with subsequent returns, or inte
us-ky	tanf-s25	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-224	Page 224	Volume III OMTL-613 KTAP Program R. 1/1/23 MS 5090 KINSHIP CARE RECERTIFICATIONS AND CHANGES (1) Kinship Care (KC) cases are recertified every 12 mo
us-ky	tanf-s26	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-211	Page 211	tisfied with an action or inaction on the part of the Cabinet has the right to a fair hearing or service appeal. Those actions occurring due to the performance of
us-ky	tanf-s27	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-51	Page 51	ume III OMTL-500 KTAP Program R. 3/1/16 MS 2185 KTAP AND KINSHIP CARE UNDERPAYMENTS [An underpayment exists when an individual is issued an amount less t
us-ky	tanf-s28	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-19	Page 19	ecipient, and satisfactorily demonstrate that the recipient is: a. A fugitive felon. A fugitive felon is a person who is charged or convicted of committi
us-ky	tanf-s30	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iiia-kwp/page-93	Page 93	IIIA OMTL-618 Kentucky Works Program R. 3/1/23 MS 5350 OVERVIEW OF SUPPORTIVE SERVICES (1) Work eligible individuals may be eligible for supportive service
us-ky	tanf-s31	us-ky/manual/2026-09-10-tanf-state-policy-manual	us-ky/manual/dcbs/dfs/volume-iii-ktap/page-130	Page 130	A teen parent (under age 18) is only eligible for the 6-month earned income exclusion from new employment if the teen parent is the head of household in th
us-la	tanf-s01	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-620-fitap-types-of-income/page-2	Page 2	E. Money which is contributed by the absent parent of a child in the assistance unit is not considered as a cash contribution. It is considered child supp
us-la	tanf-s02	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/p-410-step-participation-requirements/page-4	Page 4	er age 1 24 X X Parent Caring for a Disabled Family Member 25 X X Dependent Child under age 19, Included in Grant 31 Dependent Child under age 19, Dependent Care Costs Only, Not Included in Grant 32 W
us-la	tanf-s03	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1730-fitap-60-month-time-limit/page-1	Page 1	2 I. STATEMENT OF POLICY Each FITAP client who is a parent or other caretaker relative (or the spouse of a parent or other caretaker relative) included in t
us-la	tanf-s04	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-0220-fitap-eligibility-requirement-non-citizen-status/page-13	Page 13	irement/Non-Citizen Status Effective Date July 15, 2024 13 of 20 12) REFUGEE A REFUGEE IS A NON-CITIZEN THAT HAS FLED THEIR COUNTRY TO ESCAPE INV
us-la	tanf-s05	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/j-100-need-standard-and-flat-grant-charts/page-1	Page 1	Stability (ES) Part No./Name J – Charts Section No./Name J-100-FITAP Need Standard and Flat Grant Charts Document No./Name J-100 Need Standard and Flat
us-la	tanf-s06	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-650-snap-deductions/page-14	Page 14	the expense over the entire certification period or o allow a monthly payment amount if the household has a payment agreement with the provider or is repa
us-la	tanf-s07	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-640-snap-income-limits/page-1	Page 1	Section No./Name B-600-FITAP-SNAP Income Document No./Name B-640-SNAP Income Limits Effective Date September 1, 2026 1 of 5 I. STATEMENT OF POLICY INCO
us-la	tanf-s08	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/p-350-step-time-limit-determinations/page-3	Page 3	ime Limit Determinations Effective Date January 1, 2023 3 of 8 $900 Earned Income Disregard (STEP) LITE will automatically assign the value, $900 Earned Income
us-la	tanf-s09	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1220-fitap-notification-to-client-of-support-enforcement-requirement/page-4	Page 4	nd complete OFS Flyer 6A, Notice of Good Cause provisions under Title IV-D, if the client wants to claim good cause or requests more information
us-la	tanf-s10	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-650-snap-deductions/page-17	Page 17	shelter deduction and the actual costs are verified. B-655-SNAP - PR DEPENDENT CARE DEDUCTION Budgeting Out-of-Pocket Dependent Care Expenses Verify dependent ca
us-la	tanf-s11	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1030-snap-resource-limits/page-1	Page 1	on No./Name B-1000-FITAP-SNAP Resources Document No./Name B-1030-SNAP Resource Limits Effective Date October 1, 2024 1 of 2 I. STATEMENT OF POLICY The m
us-la	tanf-s13	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/c-0920-fitap-benefit-amount/page-1	Page 1	t of benefits is based on assistance unit size and countable income. Prorated benefits are paid from the date of application unless the case was c
us-la	tanf-s14	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1730-fitap-60-month-time-limit/page-2	Page 2	) Part No./Name B - Eligibility Factors Section No./Name B-1700-FITAP Time-Limited Benefits Document No./Name B-1730-FITAP 60-Month Time-Limit Effective Date Jan
us-la	tanf-s15	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/e-0220-snap-disqualified-members-and-households/page-7	Page 7	e of decision. If an ABAWD is disqualified for failure to meet ABAWD work requirement, 1. Access the LITE Non-Financial Questions Page. 2. Select “Yes” fr
us-la	tanf-s16	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/p-430-step-reporting-hours-and-documentation/page-2	Page 2	R EMPLOYMENT ACTIVITIES Documentation of STEP participation hours in Unsubsidized Employment, Subsidized Public Sector Employment, Subsidized Private Sector Emplo
us-la	tanf-s17	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1430-snap-work-registration-procedures/page-6	Page 6	rmination month. Send Concurrent Notice of Adverse Action to impose a sanction on all MWRs who failed to register with HiRE effective the month foll
us-la	tanf-s19	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/p-520-step-failure-to-comply/page-1	Page 1	 Fail without good cause to keep scheduled appointment to complete a Family Success Agreement.  Fail without good cause to return a signed Family Success Agreeme
us-la	tanf-s20	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/e-310-fitap-minor-unmarried-parent/page-1	Page 1	d Parent Effective Date May 1, 2016 1 of 6 I. STATEMENT OF POLICY A minor parent and the dependent child in his or her care must reside in the househo
us-la	tanf-s22	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/m-310-kcsp-financial-eligibility/page-2	Page 2	ily Support Chapter No./Name 4 – Economic Stability Part No./Name M – Kinship Care Subsidy Program Section No./Name M-300 KCSP Kinship Care Financial El
us-la	tanf-s23	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-0940-fitap-temporary-visits-out-of-state/page-1	Page 1	B-900-FITAP Residency Document No./Name B-940-FITAP Temporary Visits Out of State Effective Date May 1, 2023 1 of 1 I. STATEMENT OF POLICY Clients do
us-la	tanf-s24	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-1040-snap-types-of-resources/page-4	Page 4	-14-SNAP - PO Joint Accounts Consider resources as inaccessible to a victim of domestic violence if the resources are jointly owned with a member of the former househ
us-la	tanf-s25	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/c-630-snap-application-processing-time-limits/page-3	Page 3	) Part No./Name C – Case Processing Section No./Name C-600-FITAP-SNAP Application Processing Document No./Name C-620-SNAP Application Process-Office Procedures
us-la	tanf-s26	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/c-830-snap-adverse-action-on-certified-cases/page-3	Page 3	n Certified Cases Effective Date September 1, 2026 3 of 4 REQUESTS A FAIR HEARING DURING THE 13-DAY ADVANCE NOTICE PERIOD UNLESS THE HOUSEHOLD WAIVES I
us-la	tanf-s27	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/j-410-1-fitap-step-kcsp-snap-sanction-chart/page-9	Page 9	’AMI CODES FITAP/KCSP NOTICE SNAP ACTION SNAP L’AMI CODES SNAP NOTICE IPV F-300- SNAP/FITAP IPV for FITAP/KCSP: Individuals found guilty of IPV
us-la	tanf-s28	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/e-0240-fitap-fleeing-felons-and-probation-and-parole-violators/page-2	Page 2	NAP Special Households (FITAP and SNAP) Document No./Name E-240-FITAP Fleeing Felons and Probation and Parole Violators Effective Date August 1, 2016 2
us-la	tanf-s29	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/c-820-snap-actions-on-changes/page-6	Page 6	ottery or gambling winnings. Example 1: Johnny wins a jackpot at the casino in the amount of $10,000 before taxes on March 1. The casino took $10
us-la	tanf-s30	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/p-710-step-supportive-services/page-2	Page 2	rategies to Empower People (STEP) Program Section No./Name P-700-STEP Supportive Services Document No./Name P-710-STEP Supportive Services Effective Date Janua
us-la	tanf-s31	us-la/manual/2026-09-10-tanf-state-policy-manual	us-la/manual/dcfs/ei/b-620-fitap-types-of-income/page-11	Page 11	TABLISHED REPAYMENT SCHEDULE. IF REPAYMENT WILL NOT BE MADE, COUNT AS UNEARNED INCOME. VERIFY ALL LOANS AT CERTIFICATION AND REDETERMINATION. B-620-27-FI
